,persnr,time,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,riskAversion,age,experience,bonus,performance
12695,3173,3,103.0,-0.1,0.1,-1.1,-0.4,1.1,0.7,31,9,0,87.25674333565834
12696,3174,0,74.0,1.2,-0.5,0.7,0.3,0.1,-0.8,43,14,0,241.84963491781977
12697,3174,1,74.0,1.2,-0.5,0.7,0.3,0.1,-0.8,44,15,0,99.90800928207327
12698,3174,2,74.0,1.2,-0.5,0.7,0.3,0.1,-0.8,45,16,1,234.29563493752434
12699,3174,3,74.0,1.2,-0.5,0.7,0.3,0.1,-0.8,46,17,1,436.52597664046084
12700,3175,0,74.0,-1.9,-0.8,-0.4,-0.1,-0.2,2.0,40,13,0,-116.45374798206001
12701,3175,1,74.0,-1.9,-0.8,-0.4,-0.1,-0.2,2.0,41,14,0,-178.82925789095495
12702,3175,2,74.0,-1.9,-0.8,-0.4,-0.1,-0.2,2.0,42,15,0,96.80744553798667
12703,3175,3,74.0,-1.9,-0.8,-0.4,-0.1,-0.2,2.0,43,16,0,30.896529940558473
12704,3176,0,110.0,-0.4,-1.3,1.0,-0.3,-0.1,1.9,41,13,0,149.5721639030943
12705,3176,1,110.0,-0.4,-1.3,1.0,-0.3,-0.1,1.9,42,14,0,89.54287861518513
12706,3176,2,110.0,-0.4,-1.3,1.0,-0.3,-0.1,1.9,43,15,0,53.21704058881676
12707,3176,3,110.0,-0.4,-1.3,1.0,-0.3,-0.1,1.9,44,16,0,196.88190770137015
12708,3177,0,109.0,-1.2,0.5,0.3,-1.5,0.6,-1.5,28,0,0,261.6318002808964
12709,3177,1,109.0,-1.2,0.5,0.3,-1.5,0.6,-1.5,29,1,0,-28.273617437273103
12710,3177,2,109.0,-1.2,0.5,0.3,-1.5,0.6,-1.5,30,2,0,248.51190074681148
12711,3177,3,109.0,-1.2,0.5,0.3,-1.5,0.6,-1.5,31,3,1,49.60562487181318
12712,3178,0,120.0,0.7,-0.1,1.3,2.0,-0.1,-0.1,26,0,0,105.49021841248211
12713,3178,1,120.0,0.7,-0.1,1.3,2.0,-0.1,-0.1,27,1,0,192.0123201221074
12714,3178,2,120.0,0.7,-0.1,1.3,2.0,-0.1,-0.1,28,2,1,54.671845312904765
12715,3178,3,120.0,0.7,-0.1,1.3,2.0,-0.1,-0.1,29,3,1,448.35877395904845
12716,3179,0,93.0,-0.4,-0.9,-0.2,1.4,-2.4,-0.5,53,24,0,-55.08738097544159
12717,3179,1,93.0,-0.4,-0.9,-0.2,1.4,-2.4,-0.5,54,25,0,201.2021440353434
12718,3179,2,93.0,-0.4,-0.9,-0.2,1.4,-2.4,-0.5,55,26,0,-31.559620495951833
12719,3179,3,93.0,-0.4,-0.9,-0.2,1.4,-2.4,-0.5,56,27,0,93.25678435412419
12720,3180,0,123.0,0.3,0.6,0.1,-0.7,-0.6,-0.7,47,19,0,140.7048315059193
12721,3180,1,123.0,0.3,0.6,0.1,-0.7,-0.6,-0.7,48,20,0,43.95977525353703
12722,3180,2,123.0,0.3,0.6,0.1,-0.7,-0.6,-0.7,49,21,1,167.70271077744502
12723,3180,3,123.0,0.3,0.6,0.1,-0.7,-0.6,-0.7,50,22,1,566.671497470357
12724,3181,0,91.0,0.5,1.2,0.8,1.3,0.4,0.1,44,19,0,142.05848935963837
12725,3181,1,91.0,0.5,1.2,0.8,1.3,0.4,0.1,45,20,0,5.421119635537252
12726,3181,2,91.0,0.5,1.2,0.8,1.3,0.4,0.1,46,21,0,211.43624157115616
12727,3181,3,91.0,0.5,1.2,0.8,1.3,0.4,0.1,47,22,0,189.27525090396648
12728,3182,0,102.0,0.3,-0.7,-1.1,0.6,1.6,0.2,59,39,0,333.23358252877983
12729,3182,1,102.0,0.3,-0.7,-1.1,0.6,1.6,0.2,60,40,0,212.63903306276177
12730,3182,2,102.0,0.3,-0.7,-1.1,0.6,1.6,0.2,61,41,1,170.96767961889648
12731,3182,3,102.0,0.3,-0.7,-1.1,0.6,1.6,0.2,62,42,1,482.5091576558019
12732,3183,0,93.0,-1.7,0.9,0.8,-0.0,0.9,0.1,53,30,0,-115.27812279732322
12733,3183,1,93.0,-1.7,0.9,0.8,-0.0,0.9,0.1,54,31,0,112.96553173450557
12734,3183,2,93.0,-1.7,0.9,0.8,-0.0,0.9,0.1,55,32,0,53.965436094209196
12735,3183,3,93.0,-1.7,0.9,0.8,-0.0,0.9,0.1,56,33,0,132.34114998286537
12736,3184,0,84.0,-0.7,0.1,0.7,0.4,0.7,0.8,21,0,0,-99.99045181638874
12737,3184,1,84.0,-0.7,0.1,0.7,0.4,0.7,0.8,22,1,0,140.81683122579443
12738,3184,2,84.0,-0.7,0.1,0.7,0.4,0.7,0.8,23,2,0,59.44194330773598
12739,3184,3,84.0,-0.7,0.1,0.7,0.4,0.7,0.8,24,3,0,35.35406211442309
12740,3185,0,97.0,0.6,-1.6,-0.6,0.2,-0.5,0.6,64,44,0,108.70552182147333
12741,3185,1,97.0,0.6,-1.6,-0.6,0.2,-0.5,0.6,65,45,1,354.75350360560884
12742,3185,2,97.0,0.6,-1.6,-0.6,0.2,-0.5,0.6,66,46,1,301.0934284619823
12743,3185,3,97.0,0.6,-1.6,-0.6,0.2,-0.5,0.6,67,47,1,176.47787755830217
12744,3186,0,71.0,-0.1,-1.0,-1.4,0.1,-0.8,0.2,24,0,0,-29.1005092275772
12745,3186,1,71.0,-0.1,-1.0,-1.4,0.1,-0.8,0.2,25,1,0,-103.62035759717902
12746,3186,2,71.0,-0.1,-1.0,-1.4,0.1,-0.8,0.2,26,2,0,-23.06401773609118
12747,3186,3,71.0,-0.1,-1.0,-1.4,0.1,-0.8,0.2,27,3,0,81.2304355992001
12748,3187,0,67.0,1.1,-0.4,0.5,1.4,-0.1,-1.9,48,21,0,-94.46093023984594
12749,3187,1,67.0,1.1,-0.4,0.5,1.4,-0.1,-1.9,49,22,0,49.2049930859017
12750,3187,2,67.0,1.1,-0.4,0.5,1.4,-0.1,-1.9,50,23,0,-117.45582849031521
12751,3187,3,67.0,1.1,-0.4,0.5,1.4,-0.1,-1.9,51,24,0,81.90209992844083
12752,3188,0,104.0,-0.2,-0.0,-0.0,-0.6,-0.1,-0.3,26,0,0,287.09786288662355
12753,3188,1,104.0,-0.2,-0.0,-0.0,-0.6,-0.1,-0.3,27,1,0,332.42497860197045
12754,3188,2,104.0,-0.2,-0.0,-0.0,-0.6,-0.1,-0.3,28,2,0,128.0200836755056
12755,3188,3,104.0,-0.2,-0.0,-0.0,-0.6,-0.1,-0.3,29,3,0,17.457818506109604
12756,3189,0,103.0,0.5,-1.1,-0.6,-0.3,-1.8,-0.7,30,10,0,136.72286660205984
12757,3189,1,103.0,0.5,-1.1,-0.6,-0.3,-1.8,-0.7,31,11,0,1.7796734517083195
12758,3189,2,103.0,0.5,-1.1,-0.6,-0.3,-1.8,-0.7,32,12,0,148.51567265097944
12759,3189,3,103.0,0.5,-1.1,-0.6,-0.3,-1.8,-0.7,33,13,0,175.9187244767548
12760,3190,0,120.0,1.9,-0.7,0.0,1.9,0.4,0.1,35,9,0,314.5396090395308
12761,3190,1,120.0,1.9,-0.7,0.0,1.9,0.4,0.1,36,10,0,371.26602174122877
12762,3190,2,120.0,1.9,-0.7,0.0,1.9,0.4,0.1,37,11,0,241.61827305722807
12763,3190,3,120.0,1.9,-0.7,0.0,1.9,0.4,0.1,38,12,1,32.85965706377348
12764,3191,0,101.0,1.1,0.1,0.1,-2.0,1.1,2.4,56,33,0,185.112848523803
12765,3191,1,101.0,1.1,0.1,0.1,-2.0,1.1,2.4,57,34,0,-21.14062945948966
12766,3191,2,101.0,1.1,0.1,0.1,-2.0,1.1,2.4,58,35,0,-12.064335327055005
12767,3191,3,101.0,1.1,0.1,0.1,-2.0,1.1,2.4,59,36,0,177.73333014579973
12768,3192,0,97.0,-1.0,-0.8,-0.3,-1.8,1.6,-0.4,26,4,0,65.2805312155597
12769,3192,1,97.0,-1.0,-0.8,-0.3,-1.8,1.6,-0.4,27,5,0,116.50276955573129
12770,3192,2,97.0,-1.0,-0.8,-0.3,-1.8,1.6,-0.4,28,6,0,194.35346468561787
12771,3192,3,97.0,-1.0,-0.8,-0.3,-1.8,1.6,-0.4,29,7,0,85.75767871144129
12772,3193,0,75.0,1.1,0.1,1.1,-0.9,-1.3,-1.3,31,9,0,90.57051344310302
12773,3193,1,75.0,1.1,0.1,1.1,-0.9,-1.3,-1.3,32,10,0,-20.34374104297739
12774,3193,2,75.0,1.1,0.1,1.1,-0.9,-1.3,-1.3,33,11,0,98.39488566465235
12775,3193,3,75.0,1.1,0.1,1.1,-0.9,-1.3,-1.3,34,12,0,111.99656872461969
12776,3194,0,74.0,-1.1,-1.0,-0.5,-0.4,0.6,-1.0,49,22,0,30.716684469726086
12777,3194,1,74.0,-1.1,-1.0,-0.5,-0.4,0.6,-1.0,50,23,0,-161.7747220092093
12778,3194,2,74.0,-1.1,-1.0,-0.5,-0.4,0.6,-1.0,51,24,0,9.290555664406465
12779,3194,3,74.0,-1.1,-1.0,-0.5,-0.4,0.6,-1.0,52,25,0,124.56311739388838
12780,3195,0,108.0,-0.5,-0.9,-2.7,1.1,1.2,-1.3,52,31,0,-135.9426459331292
12781,3195,1,108.0,-0.5,-0.9,-2.7,1.1,1.2,-1.3,53,32,0,141.59495543785732
12782,3195,2,108.0,-0.5,-0.9,-2.7,1.1,1.2,-1.3,54,33,0,172.100869306721
12783,3195,3,108.0,-0.5,-0.9,-2.7,1.1,1.2,-1.3,55,34,0,-11.447559477281999
12784,3196,0,102.0,1.4,0.3,-1.1,-0.2,1.5,0.2,32,3,0,101.74804984916616
12785,3196,1,102.0,1.4,0.3,-1.1,-0.2,1.5,0.2,33,4,0,181.7046392836845
12786,3196,2,102.0,1.4,0.3,-1.1,-0.2,1.5,0.2,34,5,1,349.95466726667905
12787,3196,3,102.0,1.4,0.3,-1.1,-0.2,1.5,0.2,35,6,1,399.7269558179452
12788,3197,0,82.0,-1.5,0.4,-1.1,-0.4,0.2,0.3,54,26,0,15.78609697222386
12789,3197,1,82.0,-1.5,0.4,-1.1,-0.4,0.2,0.3,55,27,0,79.9973735120221
12790,3197,2,82.0,-1.5,0.4,-1.1,-0.4,0.2,0.3,56,28,0,-59.398685673001864
12791,3197,3,82.0,-1.5,0.4,-1.1,-0.4,0.2,0.3,57,29,0,-123.64633090899139
12792,3198,0,93.0,-0.3,0.5,0.4,0.6,-0.0,1.1,47,21,0,265.0216784344841
12793,3198,1,93.0,-0.3,0.5,0.4,0.6,-0.0,1.1,48,22,0,112.7923126703689
12794,3198,2,93.0,-0.3,0.5,0.4,0.6,-0.0,1.1,49,23,0,169.1833875669143
12795,3198,3,93.0,-0.3,0.5,0.4,0.6,-0.0,1.1,50,24,0,17.286208031195628
12796,3199,0,105.0,-0.3,-0.4,0.4,1.4,0.4,-0.7,41,13,0,114.55939560104626
12797,3199,1,105.0,-0.3,-0.4,0.4,1.4,0.4,-0.7,42,14,0,160.63496110443361
12798,3199,2,105.0,-0.3,-0.4,0.4,1.4,0.4,-0.7,43,15,0,-90.58588249867813
12799,3199,3,105.0,-0.3,-0.4,0.4,1.4,0.4,-0.7,44,16,0,-79.53276218677479
12800,3200,0,80.0,0.5,-1.6,-2.6,-2.5,0.3,-0.2,44,19,0,60.403930844506576
12801,3200,1,80.0,0.5,-1.6,-2.6,-2.5,0.3,-0.2,45,20,0,-111.98149979219903
12802,3200,2,80.0,0.5,-1.6,-2.6,-2.5,0.3,-0.2,46,21,0,-62.68816567836533
12803,3200,3,80.0,0.5,-1.6,-2.6,-2.5,0.3,-0.2,47,22,0,-105.10167908841126
12804,3201,0,119.0,-0.4,-0.5,-1.3,1.1,0.9,2.7,46,24,0,203.38530414428956
12805,3201,1,119.0,-0.4,-0.5,-1.3,1.1,0.9,2.7,47,25,0,99.18360245223084
12806,3201,2,119.0,-0.4,-0.5,-1.3,1.1,0.9,2.7,48,26,0,263.8115336106912
12807,3201,3,119.0,-0.4,-0.5,-1.3,1.1,0.9,2.7,49,27,1,182.77047349325875
12808,3202,0,113.0,1.0,-0.0,-0.1,0.5,2.3,0.6,57,35,0,160.53396205997882
12809,3202,1,113.0,1.0,-0.0,-0.1,0.5,2.3,0.6,58,36,1,241.9900030931417
12810,3202,2,113.0,1.0,-0.0,-0.1,0.5,2.3,0.6,59,37,1,367.3511718016134
12811,3202,3,113.0,1.0,-0.0,-0.1,0.5,2.3,0.6,60,38,1,231.1813452005853
12812,3203,0,96.0,-0.1,-0.3,-1.4,-0.3,-0.2,0.5,34,10,0,282.33319443207535
12813,3203,1,96.0,-0.1,-0.3,-1.4,-0.3,-0.2,0.5,35,11,1,115.80829410156633
12814,3203,2,96.0,-0.1,-0.3,-1.4,-0.3,-0.2,0.5,36,12,1,42.59370553216792
12815,3203,3,96.0,-0.1,-0.3,-1.4,-0.3,-0.2,0.5,37,13,1,73.36124751379828
12816,3204,0,133.0,1.0,0.5,0.7,0.9,0.5,0.1,21,0,0,227.45138865001795
12817,3204,1,133.0,1.0,0.5,0.7,0.9,0.5,0.1,22,1,0,201.87560110807948
12818,3204,2,133.0,1.0,0.5,0.7,0.9,0.5,0.1,23,2,1,314.1218102307002
12819,3204,3,133.0,1.0,0.5,0.7,0.9,0.5,0.1,24,3,1,422.576350002813
12820,3205,0,109.0,-0.0,0.3,1.2,-1.1,-1.2,1.0,50,28,0,-5.359974317017404
12821,3205,1,109.0,-0.0,0.3,1.2,-1.1,-1.2,1.0,51,29,0,46.94704244195221
12822,3205,2,109.0,-0.0,0.3,1.2,-1.1,-1.2,1.0,52,30,0,133.92648891846298
12823,3205,3,109.0,-0.0,0.3,1.2,-1.1,-1.2,1.0,53,31,0,198.90007379122403
12824,3206,0,108.0,0.9,-1.2,1.3,1.4,-1.0,-1.3,51,30,0,98.16697844339375
12825,3206,1,108.0,0.9,-1.2,1.3,1.4,-1.0,-1.3,52,31,0,78.14025505345835
12826,3206,2,108.0,0.9,-1.2,1.3,1.4,-1.0,-1.3,53,32,0,102.88051188600654
12827,3206,3,108.0,0.9,-1.2,1.3,1.4,-1.0,-1.3,54,33,0,153.25274562687918
12828,3207,0,147.0,1.6,-1.3,-1.6,1.3,-0.4,-2.3,30,8,0,356.6580407879323
12829,3207,1,147.0,1.6,-1.3,-1.6,1.3,-0.4,-2.3,31,9,0,347.10732605340985
12830,3207,2,147.0,1.6,-1.3,-1.6,1.3,-0.4,-2.3,32,10,1,267.47969339112313
12831,3207,3,147.0,1.6,-1.3,-1.6,1.3,-0.4,-2.3,33,11,1,259.48021054056585
12832,3208,0,125.0,1.8,0.7,-0.2,2.1,-0.5,-2.4,66,37,0,331.87330509276165
12833,3208,1,125.0,1.8,0.7,-0.2,2.1,-0.5,-2.4,67,38,0,419.6857558294653
12834,3208,2,125.0,1.8,0.7,-0.2,2.1,-0.5,-2.4,68,39,1,415.24352487321283
12835,3208,3,125.0,1.8,0.7,-0.2,2.1,-0.5,-2.4,69,40,1,372.27833158100407
12836,3209,0,112.0,-0.8,1.6,-1.2,1.3,-0.0,0.0,60,38,0,56.10878867476026
12837,3209,1,112.0,-0.8,1.6,-1.2,1.3,-0.0,0.0,61,39,0,169.87143041506204
12838,3209,2,112.0,-0.8,1.6,-1.2,1.3,-0.0,0.0,62,40,0,43.08640537704943
12839,3209,3,112.0,-0.8,1.6,-1.2,1.3,-0.0,0.0,63,41,0,198.38949377583214
12840,3210,0,95.0,-0.6,-0.5,0.2,1.7,0.2,0.8,58,32,0,237.68836521086985
12841,3210,1,95.0,-0.6,-0.5,0.2,1.7,0.2,0.8,59,33,0,80.71101609239886
12842,3210,2,95.0,-0.6,-0.5,0.2,1.7,0.2,0.8,60,34,0,26.621950305427262
12843,3210,3,95.0,-0.6,-0.5,0.2,1.7,0.2,0.8,61,35,0,132.93671483130043
12844,3211,0,84.0,-0.5,0.4,0.9,-1.8,-0.3,0.8,62,42,0,200.01469951783423
12845,3211,1,84.0,-0.5,0.4,0.9,-1.8,-0.3,0.8,63,43,0,63.99066309164826
12846,3211,2,84.0,-0.5,0.4,0.9,-1.8,-0.3,0.8,64,44,0,122.09287941556929
12847,3211,3,84.0,-0.5,0.4,0.9,-1.8,-0.3,0.8,65,45,0,127.7520953172253
12848,3212,0,108.0,2.5,2.1,-0.7,0.4,-0.7,-0.7,35,11,0,109.93173592915373
12849,3212,1,108.0,2.5,2.1,-0.7,0.4,-0.7,-0.7,36,12,0,55.0604962432474
12850,3212,2,108.0,2.5,2.1,-0.7,0.4,-0.7,-0.7,37,13,0,84.5117181187876
12851,3212,3,108.0,2.5,2.1,-0.7,0.4,-0.7,-0.7,38,14,0,367.33186093509755
12852,3213,0,103.0,-0.2,0.5,-0.3,2.5,0.1,-0.1,21,0,0,132.82831520524016
12853,3213,1,103.0,-0.2,0.5,-0.3,2.5,0.1,-0.1,22,1,0,292.45491069859816
12854,3213,2,103.0,-0.2,0.5,-0.3,2.5,0.1,-0.1,23,2,0,141.29998586211386
12855,3213,3,103.0,-0.2,0.5,-0.3,2.5,0.1,-0.1,24,3,0,207.86742808434823
12856,3214,0,117.0,0.1,0.1,1.9,-0.4,-0.3,-2.1,64,35,0,176.353995624918
12857,3214,1,117.0,0.1,0.1,1.9,-0.4,-0.3,-2.1,65,36,0,239.6942694856725
12858,3214,2,117.0,0.1,0.1,1.9,-0.4,-0.3,-2.1,66,37,0,265.48795323662864
12859,3214,3,117.0,0.1,0.1,1.9,-0.4,-0.3,-2.1,67,38,0,200.17115640171943
12860,3215,0,127.0,-0.5,0.5,-2.6,0.1,-0.9,-1.4,35,7,0,190.43131325642358
12861,3215,1,127.0,-0.5,0.5,-2.6,0.1,-0.9,-1.4,36,8,0,306.6067148828002
12862,3215,2,127.0,-0.5,0.5,-2.6,0.1,-0.9,-1.4,37,9,0,301.994033669268
12863,3215,3,127.0,-0.5,0.5,-2.6,0.1,-0.9,-1.4,38,10,1,213.81568915586797
12864,3216,0,102.0,0.5,1.2,-0.7,0.4,1.0,2.8,46,23,0,103.86966582895077
12865,3216,1,102.0,0.5,1.2,-0.7,0.4,1.0,2.8,47,24,0,95.33608368552248
12866,3216,2,102.0,0.5,1.2,-0.7,0.4,1.0,2.8,48,25,0,157.6141528456199
12867,3216,3,102.0,0.5,1.2,-0.7,0.4,1.0,2.8,49,26,0,224.85242015280284
12868,3217,0,98.0,0.0,0.3,1.4,1.3,0.6,0.8,42,18,0,426.7503864737863
12869,3217,1,98.0,0.0,0.3,1.4,1.3,0.6,0.8,43,19,0,220.15147114737815
12870,3217,2,98.0,0.0,0.3,1.4,1.3,0.6,0.8,44,20,0,115.24593507249556
12871,3217,3,98.0,0.0,0.3,1.4,1.3,0.6,0.8,45,21,0,217.88360365608017
12872,3218,0,130.0,0.0,0.2,0.8,-0.3,-0.6,-0.3,52,31,0,165.2994203205467
12873,3218,1,130.0,0.0,0.2,0.8,-0.3,-0.6,-0.3,53,32,0,148.44541881193578
12874,3218,2,130.0,0.0,0.2,0.8,-0.3,-0.6,-0.3,54,33,1,365.6633005141232
12875,3218,3,130.0,0.0,0.2,0.8,-0.3,-0.6,-0.3,55,34,1,393.54345484864666
12876,3219,0,114.0,0.3,-1.7,0.6,0.1,1.5,-0.7,62,39,0,102.55954821717235
12877,3219,1,114.0,0.3,-1.7,0.6,0.1,1.5,-0.7,63,40,1,248.39952270092132
12878,3219,2,114.0,0.3,-1.7,0.6,0.1,1.5,-0.7,64,41,1,144.0273365224142
12879,3219,3,114.0,0.3,-1.7,0.6,0.1,1.5,-0.7,65,42,1,413.3103700654957
12880,3220,0,100.0,0.5,-0.7,0.2,0.5,-0.8,1.2,26,1,0,120.43930976912334
12881,3220,1,100.0,0.5,-0.7,0.2,0.5,-0.8,1.2,27,2,0,32.04926716883513
12882,3220,2,100.0,0.5,-0.7,0.2,0.5,-0.8,1.2,28,3,0,84.65903738146201
12883,3220,3,100.0,0.5,-0.7,0.2,0.5,-0.8,1.2,29,4,0,207.66325830860742
12884,3221,0,104.0,1.5,-0.6,-1.9,-0.9,-1.1,0.5,21,0,0,43.079987044125474
12885,3221,1,104.0,1.5,-0.6,-1.9,-0.9,-1.1,0.5,22,1,0,152.57144056692044
12886,3221,2,104.0,1.5,-0.6,-1.9,-0.9,-1.1,0.5,23,2,0,419.1674384238122
12887,3221,3,104.0,1.5,-0.6,-1.9,-0.9,-1.1,0.5,24,3,0,73.32575298305325
12888,3222,0,110.0,-0.3,0.6,-0.8,0.9,-0.6,1.7,55,28,0,-8.815450432815794
12889,3222,1,110.0,-0.3,0.6,-0.8,0.9,-0.6,1.7,56,29,0,149.95736891158134
12890,3222,2,110.0,-0.3,0.6,-0.8,0.9,-0.6,1.7,57,30,0,-48.944004779348646
12891,3222,3,110.0,-0.3,0.6,-0.8,0.9,-0.6,1.7,58,31,0,71.4602151866495
12892,3223,0,96.0,-0.6,-0.9,0.4,1.2,1.0,0.1,26,5,0,-8.351141070662976
12893,3223,1,96.0,-0.6,-0.9,0.4,1.2,1.0,0.1,27,6,0,287.1718633116222
12894,3223,2,96.0,-0.6,-0.9,0.4,1.2,1.0,0.1,28,7,0,-7.529482247406406
12895,3223,3,96.0,-0.6,-0.9,0.4,1.2,1.0,0.1,29,8,0,125.782383772076
12896,3224,0,98.0,1.1,1.0,-0.8,-1.2,-1.0,-1.2,66,38,0,228.5030061673629
12897,3224,1,98.0,1.1,1.0,-0.8,-1.2,-1.0,-1.2,67,39,0,-41.9595580578968
12898,3224,2,98.0,1.1,1.0,-0.8,-1.2,-1.0,-1.2,68,40,0,163.82496110966042
12899,3224,3,98.0,1.1,1.0,-0.8,-1.2,-1.0,-1.2,69,41,0,20.14215227645201
12900,3225,0,104.0,0.9,-0.2,0.1,-0.9,1.8,0.1,57,35,0,191.21378356665844
12901,3225,1,104.0,0.9,-0.2,0.1,-0.9,1.8,0.1,58,36,0,-115.45667115025194
12902,3225,2,104.0,0.9,-0.2,0.1,-0.9,1.8,0.1,59,37,0,208.27004191612036
12903,3225,3,104.0,0.9,-0.2,0.1,-0.9,1.8,0.1,60,38,1,126.05751517617189
12904,3226,0,111.0,0.7,1.7,0.4,-1.3,-0.1,-0.2,21,0,0,44.497943543883636
12905,3226,1,111.0,0.7,1.7,0.4,-1.3,-0.1,-0.2,22,1,1,202.21314252815355
12906,3226,2,111.0,0.7,1.7,0.4,-1.3,-0.1,-0.2,23,2,1,-28.590839963087973
12907,3226,3,111.0,0.7,1.7,0.4,-1.3,-0.1,-0.2,24,3,1,-0.8103056274349285
12908,3227,0,111.0,1.2,1.1,0.3,-0.7,-0.6,-0.9,22,0,0,179.1012494644247
12909,3227,1,111.0,1.2,1.1,0.3,-0.7,-0.6,-0.9,23,1,0,40.83664486728796
12910,3227,2,111.0,1.2,1.1,0.3,-0.7,-0.6,-0.9,24,2,1,263.03133113581237
12911,3227,3,111.0,1.2,1.1,0.3,-0.7,-0.6,-0.9,25,3,1,322.28856514696264
12912,3228,0,97.0,-1.3,-0.0,0.2,-1.3,-0.8,0.5,63,36,0,68.07977231488671
12913,3228,1,97.0,-1.3,-0.0,0.2,-1.3,-0.8,0.5,64,37,0,242.77902619763302
12914,3228,2,97.0,-1.3,-0.0,0.2,-1.3,-0.8,0.5,65,38,0,248.3125972512186
12915,3228,3,97.0,-1.3,-0.0,0.2,-1.3,-0.8,0.5,66,39,0,97.72218589276949
12916,3229,0,99.0,-1.0,2.0,1.0,1.7,-0.5,1.2,43,22,0,229.3311845819312
12917,3229,1,99.0,-1.0,2.0,1.0,1.7,-0.5,1.2,44,23,0,219.0085216064357
12918,3229,2,99.0,-1.0,2.0,1.0,1.7,-0.5,1.2,45,24,0,183.26388282121934
12919,3229,3,99.0,-1.0,2.0,1.0,1.7,-0.5,1.2,46,25,1,109.93224293915156
12920,3230,0,112.0,0.7,-2.2,0.4,-0.6,0.8,-0.6,33,12,0,105.16689142471053
12921,3230,1,112.0,0.7,-2.2,0.4,-0.6,0.8,-0.6,34,13,0,247.4298583479734
12922,3230,2,112.0,0.7,-2.2,0.4,-0.6,0.8,-0.6,35,14,0,166.06183912510255
12923,3230,3,112.0,0.7,-2.2,0.4,-0.6,0.8,-0.6,36,15,0,79.17757257392907
12924,3231,0,99.0,-0.0,-1.2,0.6,-1.6,-0.5,-0.2,25,4,0,226.50867003537707
12925,3231,1,99.0,-0.0,-1.2,0.6,-1.6,-0.5,-0.2,26,5,1,151.49134479943834
12926,3231,2,99.0,-0.0,-1.2,0.6,-1.6,-0.5,-0.2,27,6,1,274.7053420513062
12927,3231,3,99.0,-0.0,-1.2,0.6,-1.6,-0.5,-0.2,28,7,1,348.85412559623364
12928,3232,0,79.0,1.1,0.6,-0.2,0.4,-2.0,-1.0,59,33,0,-97.45350365067713
12929,3232,1,79.0,1.1,0.6,-0.2,0.4,-2.0,-1.0,60,34,0,-19.18396740492824
12930,3232,2,79.0,1.1,0.6,-0.2,0.4,-2.0,-1.0,61,35,0,228.67061360279968
12931,3232,3,79.0,1.1,0.6,-0.2,0.4,-2.0,-1.0,62,36,0,237.34852594204972
12932,3233,0,107.0,-0.8,0.3,-0.7,-0.2,1.8,-0.8,66,42,0,44.5302433740834
12933,3233,1,107.0,-0.8,0.3,-0.7,-0.2,1.8,-0.8,67,43,0,156.67181200346886
12934,3233,2,107.0,-0.8,0.3,-0.7,-0.2,1.8,-0.8,68,44,0,149.8776058403726
12935,3233,3,107.0,-0.8,0.3,-0.7,-0.2,1.8,-0.8,69,45,0,-77.32266724014593
12936,3234,0,107.0,0.2,-1.5,-0.4,0.9,0.2,-0.2,52,23,0,84.8109895745855
12937,3234,1,107.0,0.2,-1.5,-0.4,0.9,0.2,-0.2,53,24,0,236.97091189698676
12938,3234,2,107.0,0.2,-1.5,-0.4,0.9,0.2,-0.2,54,25,1,113.94786072080461
12939,3234,3,107.0,0.2,-1.5,-0.4,0.9,0.2,-0.2,55,26,1,170.32670753506045
12940,3235,0,113.0,0.8,0.0,-0.1,0.7,-0.8,-1.2,58,29,0,227.88008529167166
12941,3235,1,113.0,0.8,0.0,-0.1,0.7,-0.8,-1.2,59,30,0,186.16601906137612
12942,3235,2,113.0,0.8,0.0,-0.1,0.7,-0.8,-1.2,60,31,0,295.8315670997697
12943,3235,3,113.0,0.8,0.0,-0.1,0.7,-0.8,-1.2,61,32,1,312.4542750611675
12944,3236,0,83.0,-1.0,-0.2,0.3,-1.1,1.1,-1.1,53,24,0,-37.740306636650296
12945,3236,1,83.0,-1.0,-0.2,0.3,-1.1,1.1,-1.1,54,25,0,249.0497511475332
12946,3236,2,83.0,-1.0,-0.2,0.3,-1.1,1.1,-1.1,55,26,0,76.64020722666939
12947,3236,3,83.0,-1.0,-0.2,0.3,-1.1,1.1,-1.1,56,27,0,10.530461059668479
12948,3237,0,76.0,0.6,-0.5,1.0,1.3,-0.4,-1.4,42,17,0,-169.7512949290998
12949,3237,1,76.0,0.6,-0.5,1.0,1.3,-0.4,-1.4,43,18,0,79.77381159916914
12950,3237,2,76.0,0.6,-0.5,1.0,1.3,-0.4,-1.4,44,19,0,26.374063698030398
12951,3237,3,76.0,0.6,-0.5,1.0,1.3,-0.4,-1.4,45,20,0,51.549216742727914
12952,3238,0,92.0,-1.4,-1.4,-0.2,1.3,-0.8,1.4,64,42,0,53.43842136754158
12953,3238,1,92.0,-1.4,-1.4,-0.2,1.3,-0.8,1.4,65,43,0,178.05493964702913
12954,3238,2,92.0,-1.4,-1.4,-0.2,1.3,-0.8,1.4,66,44,0,134.20300956694396
12955,3238,3,92.0,-1.4,-1.4,-0.2,1.3,-0.8,1.4,67,45,0,135.83453609496024
12956,3239,0,99.0,0.9,0.5,-1.0,0.2,-1.2,1.8,25,0,0,-153.07992939517362
